[2026-02-03 14:51:30,059] 161 numexpr.utils - INFO - NumExpr defaulting to 12 threads.
[2026-02-03 14:51:31,832] 19 root - INFO - Hey lets go and initiate 
[2026-02-03 14:51:46,572] 69 root - INFO - The test_train_split is done
[2026-02-03 14:51:46,757] 83 root - INFO - Data is get splitted and only model formation is remain
[2026-02-03 14:52:01,739] 69 root - INFO - The test_train_split is done
[2026-02-03 14:52:01,921] 83 root - INFO - Data is get splitted and only model formation is remain
[2026-02-03 14:52:01,930] 22 root - INFO - Data Initialtion Completed
[2026-02-03 14:52:01,934] 25 root - INFO - Hey Initiate the data validation 
[2026-02-03 14:52:02,048] 37 root - INFO - Required Number of columns:2
[2026-02-03 14:52:02,051] 38 root - INFO - Data Frame has Columns :33
[2026-02-03 14:52:02,051] 37 root - INFO - Required Number of columns:2
[2026-02-03 14:52:02,051] 38 root - INFO - Data Frame has Columns :33
[2026-02-03 14:52:02,458] 27 root - INFO - Data Validation Completed
[2026-02-03 14:52:02,458] 29 root - INFO - Data Transformation Started
[2026-02-03 14:52:02,458] 53 root - INFO - Entered DataTransformation Method
[2026-02-03 14:52:02,458] 55 root - INFO - Starting Data Transformation
[2026-02-03 14:52:02,536] 40 root - INFO - Entered get_data_transformer method of Transformation Class
[2026-02-03 14:52:02,536] 43 root - INFO - Initialization of the KNN Imputer
